<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2017,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2017,RESULTADO_2019,RESULTADO_2021
PB,2500304,Alagoa Grande,25062670,EEEF DE DEMONSTRACAO ALAGOA GRANDE,Estadual,91.5,89.8,100,0.930307,0.901522,1,ND,214.44,ND,ND,207.8,ND,-,5.834601,-,,5.3,,5.4,5.7,5.9,,-0.40000000000000036,
PB,2500304,Alagoa Grande,25062727,EMEIF NOSSA SENHORA DE FATIMA,Municipal,63.2,57,70.4,0.620657,0.529851,0.662362,167.43,ND,ND,169.63,ND,ND,4.243464,-,-,2.6,,,3.6,3.9,4.2,-1.0,,
PB,2500304,Alagoa Grande,25062921,EMEIF JOAQUIM CLEMENTINO DA SILVA FREIRE,Municipal,84.6,77.1,69.1,0.841504,0.765554,0.621123,ND,198.59,ND,ND,198.54,ND,-,5.363756,-,,4.1,,4.0,4.3,4.6,,-0.20000000000000018,
PB,2500304,Alagoa Grande,25063065,EMEIF SEVERINO RAMALHO,Municipal,71.6,74.6,80.3,0.686341,0.736751,0.794787,220.45,216.43,209.53,196.59,195.27,193.78,5.745477,5.64476,5.48599,3.9,4.2,4.4,3.8,4.1,4.4,0.10000000000000009,0.10000000000000053,0.0
PB,2500304,Alagoa Grande,25063081,EMEIF ANNA ELISA SOBREIRA,Municipal,70.7,-,65.3,0.711903,-,0.63821,228.34,-,ND,218.57,-,ND,6.295686,-,-,4.5,,,4.3,4.6,4.9,0.20000000000000018,,
PB,2500304,Alagoa Grande,25063111,EMEIF CANDIDO REGIS DE BRITO,Municipal,73.2,77.6,66,0.71697,0.780203,0.61819,231.76,207.68,197.65,210.07,195.03,175.71,6.206408,5.473412,4.930727,4.4,4.3,3.0,4.0,4.3,4.6,0.40000000000000036,0.0,-1.5999999999999996
PB,2500304,Alagoa Grande,25063120,EMEIF ENEAS CAVALCANTE,Municipal,61.9,86.9,67.1,0.589901,0.872766,0.669042,226.9,224,ND,203.64,208.07,ND,5.996751,6.021953,-,3.5,5.3,,4.5,4.8,5.1,-1.0,0.5,
PB,2500304,Alagoa Grande,25063146,EMEIF JOSE FERREIRA DE PAIVA,Municipal,84.3,87,70.9,0.839058,0.860962,0.70494,238.33,227.98,ND,215.33,215.28,ND,6.427426,6.228998,-,5.4,5.4,,4.1,4.4,4.7,1.3000000000000007,1.0,
PB,2500304,Alagoa Grande,25063154,EMEIF PROFESSOR JOSUE GOMES DA SILVEIRA,Municipal,79.9,86.9,85,0.789467,0.878153,0.839246,202.11,227.95,209.15,182.42,206.25,202.48,5.137841,6.064244,5.63692,4.1,5.3,4.7,4.2,4.5,4.8,-0.10000000000000053,0.7999999999999998,-0.09999999999999964
PB,2500304,Alagoa Grande,25063189,EMEIF PROFESSOR GERALDO COSTA,Municipal,89.1,89.1,57.4,0.899791,0.891987,0.536377,234.53,247.1,ND,210.71,211.51,ND,6.270907,6.525338,-,5.6,5.8,,4.8,5.1,5.4,0.7999999999999998,0.7000000000000002,
PB,2500304,Alagoa Grande,25063235,EMEIF INSTITUTO DESEMBARGADOR SEVERINO MONTENEGRO,Municipal,85.1,78.1,74.3,0.848546,0.772479,0.733579,ND,212.79,ND,ND,199.78,ND,-,5.657294,-,,4.4,,4.6,4.9,5.2,,-0.5,
PB,2500304,Alagoa Grande,25117130,EMEIF FIRMO SANTINO DA SILVA,Municipal,81.7,90.3,-,0.751853,0.888233,-,211.07,219.43,-,190.43,204.29,-,5.45447,5.866012,-,4.1,5.2,,3.3,3.6,3.9,0.7999999999999998,1.6,
PB,2500304,Alagoa Grande,25123319,EEEF MANOEL BARBOSA DE LUCENA,Estadual,91.8,91.7,100,0.916445,0.908715,1,167.92,169.57,178.3,150.9,155.08,156.02,3.912269,4.019758,4.203452,3.6,3.7,4.2,3.7,4.0,4.3,-0.10000000000000009,-0.2999999999999998,-0.09999999999999964
PB,2500403,Alagoa Nova,25063278,EMEIEF E CASA DA CRIANCA MENINO JESUS,Municipal,-,85.3,99.3,-,0.851023,0.991094,-,205.23,ND,-,202.64,ND,-,5.565019,-,,4.7,,4.4,4.7,5.0,,0.0,
PB,2500403,Alagoa Nova,25063316,EMEIEF MANOEL MARTINS DE OLIVEIRA FILHO,Municipal,90.6,81.7,-,0.916261,0.721154,-,204.96,192.48,-,208.73,190.34,-,5.670594,5.098062,-,5.2,3.7,,4.7,4.9,5.2,0.5,-1.2000000000000002,
PB,2500403,Alagoa Nova,25063421,EEEF PROF CARDOSO,Estadual,93.6,92.2,100,0.926447,0.90788,1,212.64,230.1,195.53,208.82,218.23,186.09,5.818795,6.323092,5.078996,5.4,5.7,5.1,5.0,5.3,5.6,0.40000000000000036,0.40000000000000036,-0.5
PB,2500403,Alagoa Nova,25063510,EMEIEF SANTA LUZIA,Municipal,81.1,86.6,100,0.807932,0.873117,1,195.45,194.67,171.12,185.52,189.61,161,5.067105,5.126584,4.156974,4.1,4.5,4.2,4.1,4.4,4.7,0.0,0.09999999999999964,-0.5
PB,2500403,Alagoa Nova,25063537,EMEIEF JOAO XXIII,Municipal,-,92.3,-,-,0.939012,-,-,193.79,-,-,210.53,-,-,5.490153,-,,5.2,,,,5.4,,,
PB,2500403,Alagoa Nova,25063545,EMEIEF PAULO ANTONIO GAIAO,Municipal,77.2,85.1,100,0.754755,0.845337,1,ND,204.8,188.62,ND,197.96,175.11,-,5.471722,4.747489,,4.6,4.7,4.0,4.3,4.6,,0.2999999999999998,0.10000000000000053
PB,2500403,Alagoa Nova,25063596,EMEIEF PADRE ABDIAS LEAL,Municipal,79.3,78.1,98.7,0.780198,0.801549,0.984945,ND,206.8,194.09,ND,214.37,185.81,-,5.808254,5.046424,,4.7,5.0,4.6,4.9,5.2,,-0.20000000000000018,-0.20000000000000018
PB,2500403,Alagoa Nova,25063626,EMEIEF DR FERNANDO CUNHA LIMA,Municipal,94.9,92.6,100,0.949873,0.92671,1,244.43,199.37,197.58,217.44,199.76,190.39,6.582202,5.400824,5.1963,6.3,5.0,5.2,5.4,5.7,5.9,0.8999999999999995,-0.7000000000000002,-0.7000000000000002
PB,2500403,Alagoa Nova,25114387,EMEIEF PROFESSORA MARIA LUIZA DE AQUINO,Municipal,-,-,96.5,-,-,0.96156,-,-,175.99,-,-,167.73,-,-,4.372277,,,4.2,3.4,3.7,4.1,,,0.10000000000000053
PB,2500502,Alagoinha,25066390,EMEF PROFESSORA JOAQUINA MOURA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.0,5.3,5.6,,,
PB,2500502,Alagoinha,25066420,ESC MUN ENS FUND CARLOS MARTINS BELTRAO,Municipal,79.7,87.2,99.1,0.75589,0.86809,0.991094,173.61,209.15,189.31,156.97,202.14,195.78,4.131221,5.630738,5.136475,3.1,4.9,5.1,4.1,4.5,4.8,-0.9999999999999996,0.40000000000000036,0.2999999999999998
PB,2500502,Alagoinha,25066501,ESCOLA MUNICIPAL SEVERINO FLAVIANO CAVALCANTE,Municipal,88.8,84.3,99.3,0.898658,0.831493,0.991736,190.42,188.17,183.11,181.45,181.57,163.32,4.897113,4.856356,4.427973,4.4,4.0,4.4,4.2,4.5,4.8,0.20000000000000018,-0.5,-0.39999999999999947
PB,2500502,Alagoinha,25066587,GR MUL ANTONIO JACO,Municipal,96.8,94.1,99.1,0.965082,0.93619,0.990017,198.28,210.64,217.24,170.8,203.67,189.14,4.853477,5.686991,5.548763,4.7,5.3,5.5,4.0,4.3,4.6,0.7000000000000002,1.0,0.9000000000000004
PB,2500502,Alagoinha,25066609,GR MUL JOSE BARBOSA DE LUCENA,Municipal,68.9,88.1,92,0.694714,0.884078,0.927667,ND,197.62,ND,ND,180.4,ND,-,5.015427,-,,4.4,,4.1,4.4,4.7,,0.0,
PB,2500536,Alcantil,25052292,ESCOLA MUN ENS FUND JOSE EUZEBIO DA COSTA,Municipal,93.6,86.1,96,0.939672,0.862457,0.951475,200.89,217.01,ND,186.94,208.61,ND,5.19674,5.898374,-,4.9,5.1,,3.9,4.2,4.6,1.0000000000000004,0.8999999999999995,
PB,2500536,Alcantil,25052349,ESCOLA MUL CICERO FRANCISCO DO CARMO,Municipal,94.8,87.8,100,0.941091,0.872837,1,207.61,228.74,229.12,200.51,224.79,215.33,5.571712,6.416411,6.251663,5.2,5.6,6.3,4.3,4.6,4.9,0.9000000000000004,1.0,1.3999999999999995
PB,2500536,Alcantil,25052365,ESCOLA MUN ENS FUND JOSE CLEMENTE,Municipal,90,83.8,100,0.904775,0.789003,1,197.32,220.77,185.9,185.51,200.35,175.15,5.102611,5.819948,4.696308,4.6,4.6,4.7,4.2,4.5,4.8,0.39999999999999947,0.09999999999999964,-0.09999999999999964
PB,2500536,Alcantil,25052390,ESCOLA MUN DE ENS FUND MANOEL HERCULANO,Municipal,100,-,-,1,-,-,233.31,-,-,212.78,-,-,6.285261,-,-,6.3,,,,6.5,6.7,,,
PB,2500577,Algodão de Jandaíra,25057898,EMEF MANOEL ANTONIO COELHO DE ANDRADE,Municipal,76.5,-,-,0.764979,-,-,203.88,-,-,192.52,-,-,5.355256,-,-,4.1,,,4.3,4.6,4.9,-0.20000000000000018,,
PB,2500577,Algodão de Jandaíra,25111930,EMEF HILDA LINS DOS SANTOS,Municipal,-,88.3,100,-,0.886111,1,-,221.21,ND,-,199.5,ND,-,5.81289,-,,5.2,,,,5.4,,,
PB,2500601,Alhandra,25100041,EEEFM BARAO DO ABIAI,Estadual,83.2,90.2,100,0.828319,0.905115,1,178.16,ND,ND,169.17,ND,ND,4.439871,-,-,3.7,,,4.9,5.2,5.5,-1.2000000000000002,,
PB,2500601,Alhandra,25100076,EMEIEF ADAUTO FERREIRA DE PAULA,Municipal,82.4,92.1,99.4,0.812519,0.893175,0.995181,179.93,179.74,ND,194.08,170.55,ND,4.926559,4.495115,-,4.0,4.0,,4.8,5.1,5.4,-0.7999999999999998,-1.0999999999999996,
PB,2500601,Alhandra,25100084,EMEIEF ALFREDO CIPRIANO FERREIRA DA SILVA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.9,4.2,4.5,,,
PB,2500601,Alhandra,25100092,EMEIEF ALFREDO JOSE DE CARVALHO,Municipal,75.8,90,96,0.750706,0.885425,0.961142,180.05,ND,ND,181.27,ND,ND,4.69594,-,-,3.5,,,4.0,4.3,4.7,-0.5,,
PB,2500601,Alhandra,25100114,EMEIEF ANTENOR FERREIRA DA SILVA,Municipal,88.3,94.6,100,0.870159,0.949312,1,ND,211.99,197.75,ND,175.47,188.27,-,5.200027,5.160999,,4.9,5.2,,,5.2,,,0.0
PB,2500601,Alhandra,25100122,EMEIEF CREUZA RAQUEL PEREIRA GENUARIO NUNES,Municipal,81,83.6,100,0.794265,0.820025,1,191.05,ND,168.2,172.12,ND,156.58,4.7395,-,4.020885,3.8,,4.0,3.8,4.1,4.4,0.0,,-0.40000000000000036
PB,2500601,Alhandra,25100238,EMEIEF JOSE FERNANDES BARBOSA,Municipal,81.8,-,100,0.792873,-,1,198.35,-,169.35,171.94,-,161.28,4.87554,-,4.128287,3.9,,4.1,4.8,5.0,5.3,-0.8999999999999999,,-1.2000000000000002
PB,2500601,Alhandra,25100262,EMEIEF OLIVIA CORREIA DA SILVA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2500601,Alhandra,25100335,EMEIEF MARIA DOMINGOS DA CONCEICAO,Municipal,100,91.8,100,1,0.931154,1,179.46,ND,170.46,158.73,ND,154.53,4.274862,-,4.026743,4.3,,4.0,4.4,4.7,5.1,-0.10000000000000053,,-1.0999999999999996
PB,2500601,Alhandra,25100360,EMEIEF PROF ZELIA CORREIA DO O,Municipal,86,92.2,92,0.833639,0.911379,0.919866,163.99,196.05,ND,151.84,177.67,ND,3.85436,4.935829,-,3.2,4.5,,4.5,4.8,5.1,-1.2999999999999998,-0.2999999999999998,
PB,2500601,Alhandra,25102519,EEEFM ANTONIO CAMELO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.2,5.5,5.7,,,
PB,2500700,São João do Rio do Peixe,25004875,ENE MIN JOSE AMERICO DE ALMEIDA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.2,4.5,4.8,,,
PB,2500700,São João do Rio do Peixe,25004972,EMEF CONEGO MANOEL JACOME,Municipal,95.8,93.4,98.6,0.960516,0.938394,0.985618,ND,215.95,ND,ND,199.89,ND,-,5.7196,-,,5.4,,4.3,4.7,5.0,,0.7000000000000002,
PB,2500700,São João do Rio do Peixe,25005030,EMEF DE GRAVATA,Municipal,84.4,-,-,0.888728,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.9,5.2,,,
PB,2500700,São João do Rio do Peixe,25005049,EEEF RITA MARTINS DE MELO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2500700,São João do Rio do Peixe,25005057,EEEF SEVERINA ALMEIDA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.8,4.1,4.5,,,
PB,2500700,São João do Rio do Peixe,25005227,EMEIEF JOSE GONCALVES DA SILVA,Municipal,70.2,79.5,100,0.694148,0.790336,1,ND,ND,ND,ND,ND,ND,-,-,-,,,,3.9,4.2,4.5,,,
PB,2500700,São João do Rio do Peixe,25005502,EMEIEF JACOB GUILHERME FRANTZ,Municipal,92.4,85.4,100,0.903809,0.844467,1,205.21,183.51,226.54,188.57,156.64,206.91,5.30882,4.314152,6.049335,4.8,3.6,6.0,,5.1,5.3,,-1.4999999999999996,0.7000000000000002
PB,2500700,São João do Rio do Peixe,25005642,EMEIEF FRANCISCA HERMINA DE JESUS,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2500700,São João do Rio do Peixe,25005804,EMEIEF AMELIA SOARES DE MORAIS,Municipal,-,-,100,-,-,1,-,-,206.63,-,-,203.25,-,-,5.602828,,,5.6,,,,,,
PB,2500700,São João do Rio do Peixe,25102621,EMEF PROF FRASSINETE BERNARDO,Municipal,94,86.6,100,0.936446,0.87382,1,ND,200.05,ND,ND,184.21,ND,-,5.131074,-,,4.5,,3.7,4.0,4.3,,0.5,
PB,2500700,São João do Rio do Peixe,25114565,EMEIEF MARIA VIEIRA DE SOUSA,Municipal,93,99,100,0.924082,0.993432,1,220.04,235.97,203.12,190.94,216.27,203.95,5.634926,6.399479,5.54857,5.2,6.4,5.5,,5.5,5.7,,0.9000000000000004,-0.20000000000000018
PB,2500700,São João do Rio do Peixe,25114654,EMEIEF FREI ANTONIO JOSE,Municipal,-,-,100,-,-,1,-,-,195.98,-,-,189.2,-,-,5.144129,,,5.1,,,,,,
PB,2500700,São João do Rio do Peixe,25118447,EMEIEF DR JOSE DANTAS PINHEIRO,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.1,4.4,4.7,,,
PB,2500700,São João do Rio do Peixe,25122487,EMEIEF RAIMUNDO RODRIGUES DOS SANTOS,Municipal,82.8,-,100,0.796925,-,1,204.84,-,190.31,217.15,-,172.17,5.821395,-,4.726287,4.6,,4.7,,4.9,5.2,,,-0.5
PB,2500734,Amparo,25049640,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO DE AMPARO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.8,4.1,4.4,,,
PB,2500734,Amparo,25049852,ESCOLA M DE EDUCACAO BASICA ILDEFONSO ANSELMO DA SILVA,Municipal,97.6,89.9,100,0.978247,0.901996,1,205.9,190.87,188.31,189.58,175.57,187.84,5.340351,4.798792,4.973028,5.2,4.3,5.0,5.3,5.5,5.8,-0.09999999999999964,-1.2000000000000002,-0.7999999999999998
PB,2500734,Amparo,25050168,ESCOLA INTEGRADA DE EDUCACAO DO CAMPO JUVENAL FERREIRA DE BRITO,Municipal,100,81.3,100,1,0.797973,1,170.21,188.08,215.84,166.7,172.01,230.4,4.243244,4.68082,6.272228,4.2,3.7,6.3,,4.5,4.8,,-0.7999999999999998,1.5
PB,2500775,Aparecida,25019023,EMEF JOAO BATISTA DA SILVA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.9,5.2,5.5,,,
PB,2500775,Aparecida,25019406,EMEF JOAQUINA AMELIA DE SA,Municipal,86.1,81.3,100,0.870558,0.835416,1,174.5,214.01,232.15,170.62,210.35,206.65,4.396387,5.872759,6.151669,3.8,4.9,6.2,4.3,4.6,4.9,-0.5,0.3000000000000007,1.2999999999999998
PB,2500775,Aparecida,25019481,EMEF ANTONIO MEIRA DE SA,Municipal,91.5,93.7,100,0.920564,0.948885,1,211.71,215.28,206.52,201.85,204.28,196.9,5.67432,5.786632,5.485274,5.2,5.5,5.5,4.6,4.9,5.2,0.6000000000000005,0.5999999999999996,0.2999999999999998
PB,2500775,Aparecida,25019490,EMEF LILI QUEIROGA,Municipal,93,95.2,100,0.934803,0.947525,1,195.69,212.35,206.72,184.04,209.42,205.27,5.044777,5.82417,5.641273,4.7,5.5,5.6,4.7,5.0,5.3,0.0,0.5,0.2999999999999998
PB,2500775,Aparecida,25241923,EMEF SEVERINA FERREIRA DE SOUSA,Municipal,88.9,88.2,100,0.862313,0.874093,1,191.37,202.82,214.37,171.07,189.16,205.16,4.726516,5.273936,5.785265,4.1,4.6,5.8,4.8,5.1,5.4,-0.7000000000000002,-0.5,0.39999999999999947
PB,2500809,Araçagi,25066668,EEEFM RODRIGUES DE CARVALHO,Estadual,80.8,-,-,0.812537,-,-,190.37,-,-,173.34,-,-,4.748704,-,-,3.9,,,5.0,5.3,5.6,-1.1,,
PB,2500809,Araçagi,25066692,EMEF ALICE DE ALMEIDA CARNEIRO,Municipal,81,85.1,92.4,0.812389,0.852936,0.930256,ND,170.53,ND,ND,160.01,ND,-,4.127715,-,,3.5,,4.2,4.5,4.8,,-1.0,
PB,2500809,Araçagi,25066811,ESC MUN ENS FUND JOAO DUTRA DE ARAUJO,Municipal,-,78,98,-,0.78653,0.985841,-,188.56,ND,-,164.13,ND,-,4.546708,-,,3.6,,,,3.9,,,
PB,2500809,Araçagi,25066897,EMEF LUIZ BARBOSA,Municipal,69.5,89.9,94.7,0.672126,0.897575,0.941206,ND,198.32,ND,ND,182.3,ND,-,5.063331,-,,4.5,,5.1,5.4,5.6,,-0.9000000000000004,
PB,2500809,Araçagi,25066900,EMEF MARGARIDA PESSOA COUTINHO,Municipal,79.6,85.9,99.5,0.76468,0.859661,0.993852,177.77,180.86,ND,163.47,158.85,ND,4.328792,4.303761,-,3.3,3.7,,4.2,4.5,4.8,-0.9000000000000004,-0.7999999999999998,
PB,2500809,Araçagi,25067001,EMEF JOAO MAXIMINO,Municipal,-,-,100,-,-,1,-,-,170.05,-,-,172.27,-,-,4.341464,,,4.3,,,,,,
PB,2500809,Araçagi,25113348,EMEF OLIVIO MAROJA,Municipal,55.2,81.3,97.4,0.522171,0.79768,0.972774,166.48,160.89,178.97,156.27,147.4,157.76,3.982425,3.714473,4.247874,2.1,3.0,4.1,,2.8,3.1,,0.20000000000000018,0.9999999999999996
PB,2500908,Arara,25054767,EEEFM E EJA ANESIO DEODONIO MORENO,Estadual,100,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.6,4.9,,,
PB,2500908,Arara,25054783,ECI EEM MONSENHOR JOSE PAULINO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.2,5.4,5.7,,,
PB,2500908,Arara,25054856,GR ESC MARIA DO CARMO ALVES DE MORAIS,Municipal,88.8,94.2,100,0.887497,0.941239,1,ND,225.25,193.63,ND,196.69,183.2,-,5.838899,4.990191,,5.5,5.0,5.3,5.5,5.8,,0.0,-0.7999999999999998
PB,2500908,Arara,25054864,EMEIF MARIA DO CARMO CASTRO,Municipal,76,83.2,99.6,0.752814,0.837635,0.995521,194.42,200.41,ND,176.14,192.84,ND,4.876904,5.294853,-,3.7,4.4,,4.1,4.4,4.7,-0.39999999999999947,0.0,
PB,2500908,Arara,25054937,EMEIF JOAQUIM ALVES DA SILVA,Municipal,88.3,93.4,-,0.885479,0.923045,-,198.2,209.84,-,190.43,197.63,-,5.208859,5.561906,-,4.6,5.1,,4.1,4.4,4.7,0.5,0.6999999999999993,
PB,2500908,Arara,25054945,EMEIF JOSE FERREIRA DE MELO,Municipal,-,84.8,-,-,0.813272,-,-,179.25,-,-,153.22,-,-,4.170672,-,,3.4,,,,3.7,,,
PB,2500908,Arara,25054961,EMEIF MARIA JOSE DE ALBUQUERQUE,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.0,4.3,4.6,,,
PB,2501005,Araruna,25059017,EEEFM TARGINO PEREIRA,Estadual,87.2,-,-,0.872,-,-,197.91,-,-,185.49,-,-,5.113507,-,-,4.5,,,5.5,5.7,6.0,-1.0,,
PB,2501005,Araruna,25059122,EMEF JOANA MARIA DA CONCEICAO,Municipal,82.3,88.1,86.1,0.804573,0.883889,0.879975,ND,232.88,194.42,ND,219.61,178.24,-,6.401237,4.915085,,5.7,4.3,4.5,4.8,5.1,,0.9000000000000004,-0.7999999999999998
PB,2501005,Araruna,25059181,EMEF MONSENHOR SEVERINO CAVALCANTE DE MIRANDA,Municipal,87.1,86.7,97.6,0.856137,0.861238,0.96145,179.85,ND,175.88,159.03,ND,161.55,4.287759,-,4.257814,3.7,,4.1,3.6,4.0,4.3,0.10000000000000009,,-0.20000000000000018
PB,2501005,Araruna,25059289,EMEF ANTONIO PINHEIRO DE ASSIS,Municipal,-,-,92.9,-,-,0.942118,-,-,170.29,-,-,152.11,-,-,3.979498,,,3.7,4.2,4.5,4.8,,,-1.0999999999999996
PB,2501005,Araruna,25059386,EMEF MARIZETE ARAUJO BEZERRA,Municipal,83.4,-,94.5,0.831217,-,0.954022,170.34,-,ND,168.35,-,ND,4.275725,-,-,3.6,,,4.2,4.5,4.8,-0.6000000000000001,,
PB,2501005,Araruna,25059408,EMEF RITA NUNES DA COSTA,Municipal,94.3,-,-,0.935864,-,-,208.09,-,-,192.32,-,-,5.431963,-,-,5.1,,,3.9,4.2,4.5,1.1999999999999997,,
PB,2501005,Araruna,25059432,EMEF JOSE FRANCISCO DE LIMA,Municipal,92.3,-,98.4,0.916739,-,0.988931,175.33,-,205.78,166.72,-,177.27,4.341318,-,5.114243,4.0,,5.1,,4.3,4.5,,,0.5999999999999996
PB,2501005,Araruna,25059475,EMEF ANTONIO CANDIDO RIBEIRO,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2501005,Araruna,25059491,EMEF ERNESTO MOREIRA,Municipal,96.1,79.3,91.9,0.9606,0.817173,0.933827,211.55,222.01,197.72,199.57,215.31,192.1,5.629812,6.115612,5.230062,5.4,5.0,4.9,,5.7,5.9,,-0.7000000000000002,-1.0
PB,2501005,Araruna,25059548,EMEF SANTOS DUMONT,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.6,4.9,,,
PB,2501005,Araruna,25059556,EMEF PROF JOAO MOREIRA SOARES,Municipal,87.9,95,97.2,0.89824,0.949365,0.972972,190.14,198.84,201.85,185.48,182.81,192.82,4.965042,5.082527,5.32197,4.5,4.8,5.2,4.1,4.4,4.7,0.40000000000000036,0.39999999999999947,0.5
PB,2501005,Araruna,25105280,EDUCANDARIO SAGRADA FAMILIA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.2,5.5,5.8,,,
